id,comName,sciName,howMany,locName,locId,lat,lng,obsDt,
URN:CornellLabOfOrnithology:EBIRD:OBS2211826662,Common Ringed Plover,Charadrius hiaticula,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2232808097,Common Ringed Plover,Charadrius hiaticula,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,09/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230867,Common Wood-Pigeon,Columba palumbus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2232808111,Common Wood-Pigeon,Columba palumbus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,09/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546104,Common Wood-Pigeon,Columba palumbus,14,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797428,Common Wood-Pigeon,Columba palumbus,12,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848456,Common Wood-Pigeon,Columba palumbus,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796297,Common Wood-Pigeon,Columba palumbus,12,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826661,Common Wood-Pigeon,Columba palumbus,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797432,Crested Lark,Galerida cristata,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826654,Crested Lark,Galerida cristata,6,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796301,Crested Lark,Galerida cristata,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828305,Crested Lark,Galerida cristata,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848449,Crested Lark,Galerida cristata,6,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2213181390,Crested Lark,Galerida cristata,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228411584,Crested Lark,Galerida cristata,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2232808100,Crested Lark,Galerida cristata,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,09/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546091,Crested Lark,Galerida cristata,6,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848473,Eared Grebe,Podiceps nigricollis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211830128,Eared Grebe,Podiceps nigricollis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546076,Eared Grebe,Podiceps nigricollis,180,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848451,Western Yellow Wagtail,Motacilla flava,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826656,Western Yellow Wagtail,Motacilla flava,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2213181391,Eurasian Collared-Dove,Streptopelia decaocto,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546079,Eurasian Collared-Dove,Streptopelia decaocto,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826667,Eurasian Collared-Dove,Streptopelia decaocto,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797443,Eurasian Collared-Dove,Streptopelia decaocto,7,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796312,Eurasian Collared-Dove,Streptopelia decaocto,7,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848462,Eurasian Collared-Dove,Streptopelia decaocto,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797459,Eurasian Golden Oriole,Oriolus oriolus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796328,Eurasian Golden Oriole,Oriolus oriolus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797431,Eurasian Blackbird,Turdus merula,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211830129,Eurasian Blackbird,Turdus merula,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230882,Eurasian Blackbird,Turdus merula,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848474,Eurasian Blackbird,Turdus merula,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828298,Eurasian Blackbird,Turdus merula,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228411577,Eurasian Blackbird,Turdus merula,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796300,Eurasian Blackbird,Turdus merula,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546100,Eurasian Blackbird,Turdus merula,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848469,Eurasian Crag-Martin,Ptyonoprogne rupestris,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826674,Eurasian Crag-Martin,Ptyonoprogne rupestris,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848463,European Goldfinch,Carduelis carduelis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230877,European Goldfinch,Carduelis carduelis,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828292,European Goldfinch,Carduelis carduelis,5,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228408271,European Goldfinch,Carduelis carduelis,5,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796305,European Goldfinch,Carduelis carduelis,20,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546101,European Goldfinch,Carduelis carduelis,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826668,European Goldfinch,Carduelis carduelis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797436,European Goldfinch,Carduelis carduelis,20,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230873,European Greenfinch,Chloris chloris,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230865,Eurasian Kestrel,Falco tinnunculus,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228411578,Eurasian Kestrel,Falco tinnunculus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828299,Eurasian Kestrel,Falco tinnunculus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546089,Eurasian Kestrel,Falco tinnunculus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211830127,Eurasian Kestrel,Falco tinnunculus,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848472,Eurasian Kestrel,Falco tinnunculus,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2213181402,Eurasian Linnet,Linaria cannabina,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826672,European Serin,Serinus serinus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797451,European Serin,Serinus serinus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796320,European Serin,Serinus serinus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848467,European Serin,Serinus serinus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2219409183,Eurasian Thick-knee,Burhinus oedicnemus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,05/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796296,Eurasian Thick-knee,Burhinus oedicnemus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797427,Eurasian Thick-knee,Burhinus oedicnemus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546093,Eurasian Thick-knee,Burhinus oedicnemus,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848459,Eurasian Thick-knee,Burhinus oedicnemus,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826664,Eurasian Thick-knee,Burhinus oedicnemus,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546077,Gray Heron,Ardea cinerea,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796314,Greater Flamingo,Phoenicopterus roseus,35,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848471,Greater Flamingo,Phoenicopterus roseus,36,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230874,Greater Flamingo,Phoenicopterus roseus,500,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546083,Greater Flamingo,Phoenicopterus roseus,200,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211830126,Greater Flamingo,Phoenicopterus roseus,36,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797445,Greater Flamingo,Phoenicopterus roseus,35,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796325,Great Tit,Parus major,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797456,Great Tit,Parus major,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848446,Great Tit,Parus major,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826651,Great Tit,Parus major,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796322,Iberian Green Woodpecker,Picus sharpei,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546085,Iberian Green Woodpecker,Picus sharpei,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826666,Iberian Green Woodpecker,Picus sharpei,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230860,Iberian Green Woodpecker,Picus sharpei,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797453,Iberian Green Woodpecker,Picus sharpei,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2213181403,Iberian Green Woodpecker,Picus sharpei,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848461,Iberian Green Woodpecker,Picus sharpei,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797426,Gull-billed Tern,Gelochelidon nilotica,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796295,Gull-billed Tern,Gelochelidon nilotica,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797444,Eurasian Hoopoe,Upupa epops,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796313,Eurasian Hoopoe,Upupa epops,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2213181395,Eurasian Hoopoe,Upupa epops,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546078,House Sparrow,Passer domesticus,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230864,House Sparrow,Passer domesticus,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797429,House Sparrow,Passer domesticus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796298,House Sparrow,Passer domesticus,4,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848460,House Sparrow,Passer domesticus,20,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826665,House Sparrow,Passer domesticus,20,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245505919,Iberian Gray Shrike,Lanius meridionalis,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828291,Iberian Gray Shrike,Lanius meridionalis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228408270,Iberian Gray Shrike,Lanius meridionalis,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826649,Kentish Plover,Anarhynchus alexandrinus,12,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796326,Kentish Plover,Anarhynchus alexandrinus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2232808102,Kentish Plover,Anarhynchus alexandrinus,3,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,09/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2266546099,Kentish Plover,Anarhynchus alexandrinus,10,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,23/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797457,Kentish Plover,Anarhynchus alexandrinus,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228408275,Kentish Plover,Anarhynchus alexandrinus,5,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211848444,Kentish Plover,Anarhynchus alexandrinus,12,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828296,Kentish Plover,Anarhynchus alexandrinus,5,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2228411581,Little Owl,Athene noctua,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2230828302,Little Owl,Athene noctua,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,08/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2211826671,Little Tern,Sternula albifrons,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,02/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2245230868,Little Tern,Sternula albifrons,1,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,15/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208797447,Little Tern,Sternula albifrons,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
URN:CornellLabOfOrnithology:EBIRD:OBS2208796316,Little Tern,Sternula albifrons,2,Laguna de La Mata PNat--Centro de Interpretacion,L6177434,380.258.502,-0.6665611,01/06/2024
